claim_id,claim_seq,policy_id,equipment_id,equipment_type,equipment_age,solar_system,maintenance_int,usage_int,exposure,claim_amount
EF-C-0000238,1,EF-188287,EQ-944820,Quantum Bore,9.47,Zeta,1770.6,17.01,0.477,251412
EF-C-0000239,1,EF-335381,EQ-683104,Flux Rider,11.549,Zeta,1324.18,8.57,0.384,44359
EF-C-0000240,1,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,28581
EF-C-0000241,2,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,134506
EF-C-0000242,3,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,65616
EF-C-0000243,1,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,56975
EF-C-0000244,2,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,61742
EF-C-0000245,3,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,44013
EF-C-0000246,1,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,59096
EF-C-0000247,2,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,64800
EF-C-0000248,3,EF-038388,EQ-684006,ReglAggregators,21.824,Helionis Cluster,1783.76,6.94,0.718,83732
EF-C-0000249,1,EF-313164,EQ-389475,Flux Rider,18.399,Helionis Cluster,323.18,19.11,0.652,27440
EF-C-0000250,1,EF-895879,EQ-753557,Graviton Extractor,16.202,Helionis Cluster,779.93,4.43,0.936,64709
EF-C-0000251,1,EF-904283,EQ-162061,Graviton Extractor,15.082,Epsilon,1690.42,2.59,0.514,43250
EF-C-0000252,1,EF-544294,EQ-614649,Ion Pulverizer,12.826,Zeta,900.53,16.58,0.485,201094
EF-C-0000253,2,EF-544294,EQ-614649,Ion Pulverizer,12.826,Zeta,900.53,16.58,0.485,72766
EF-C-0000254,1,EF-544294,EQ-614649,Ion Pulverizer,12.826,Zeta,900.53,16.58,0.485,29943
EF-C-0000255,2,EF-544294,EQ-614649,Ion Pulverizer,12.826,Zeta,900.53,16.58,0.485,66279
EF-C-0000256,1,EF-285396,EQ-148074,FexStram Carrier,6.484,Zeta,1463.45,17.82,0.923,102769
EF-C-0000257,1,EF-883794,EQ-852312,Graviton Extractor,14.314,Zeta,616.92,18.43,0.904,41377
EF-C-0000258,1,EF-749760,EQ-180211,Graviton Extractor,7.408,Zeta,641.16,22.9,0.918,241443
EF-C-0000259,2,EF-749760,EQ-180211,Graviton Extractor,7.408,Zeta,641.16,22.9,0.918,54813
EF-C-0000260,1,EF-749760,EQ-180211,Graviton Extractor,7.408,Zeta,641.16,22.9,0.918,78415
EF-C-0000261,2,EF-749760,EQ-180211,Graviton Extractor,7.408,Zeta,641.16,22.9,0.918,131708
EF-C-0000262,1,EF-436289,EQ-567876,Graviton Extractor,18.624,Helionis Cluster,319.65,20.43,0.588,67306
EF-C-0000263,1,EF-305290,EQ-622275,Graviton Extractor,12.044,Epsilon,1110.49,17.84,0.704,89540
EF-C-0000264,1,EF-499817,EQ-919413,FexStram Carrier,3,Helionis Cluster,209.67,20.83,0.444,25098
EF-C-0000265,1,EF-061930,EQ-414947,Quantum Bore,14.287,Helionis Cluster,739.07,23.6,0.391,117712
EF-C-0000266,1,EF-526538,EQ-133513,FexStram Carrier,13.463,Zeta,1439.27,11.12,0.821,67103
EF-C-0000267,1,EF-343509,EQ-177547,Quantum Bore,15.435,Zeta,620.47,21.84,0.837,193354
EF-C-0000268,1,EF-054178,EQ-658249,Quantum Bore,15.978,Epsilon,811.19,15.5,0.893,119018
EF-C-0000269,2,EF-054178,EQ-658249,Quantum Bore,15.978,Epsilon,811.19,15.5,0.893,81464
EF-C-0000270,1,EF-054178,EQ-658249,Quantum Bore,15.978,Epsilon,811.19,15.5,0.893,63856
EF-C-0000271,2,EF-054178,EQ-658249,Quantum Bore,15.978,Epsilon,811.19,15.5,0.893,249998
EF-C-0000272,1,EF-507575,EQ-206024,Quantum Bore,12.819,Epsilon,551.72,17.19,0.307,260321
EF-C-0000273,1,EF-828349,EQ-396790,Ion Pulverizer,8.482,Helionis Cluster,1502.05,5,0.49,44318
EF-C-0000274,1,EF-324129,EQ-666799,Quantum Bore,24.376,Helionis Cluster,667.34,22.27,0.146,165028
EF-C-0000275,1,EF-674041,EQ-436650,ReglAggregators,17.209,Epsilon,403.27,19.93,0.399,97351
EF-C-0000276,1,EF-682717_???4254,EQ-527596,FexStram Carrier,13.047,Epsilon,1661.92,16.87,0.666,41298
EF-C-0000277,2,EF-682717,EQ-527596,FexStram Carrier,13.047,Epsilon,1661.92,16.87,0.666,54093
EF-C-0000278,1,EF-682717,EQ-527596,FexStram Carrier,13.047,Epsilon,1661.92,16.87,0.666,38913
EF-C-0000279,2,EF-682717,EQ-527596,FexStram Carrier,13.047,Epsilon,1661.92,16.87,0.666,63954
EF-C-0000280,1,EF-582077,EQ-438168,Flux Rider,9.113,Zeta,377,12.74,0.639,126522
EF-C-0000281,1,EF-029127,EQ-224312,Graviton Extractor,12.986,Zeta,968.6,11.29,0.492,28370
EF-C-0000282,1,EF-292068,EQ-761434,Quantum Bore,18.437,Epsilon,511.07,10.79,0.566,139917
EF-C-0000283,1,EF-779068,EQ-564384,ReglAggregators,6.985,Helionis Cluster,601.16,20.88,0.808,91183
EF-C-0000284,1,EF-372200,EQ-128275,Quantum Bore,11.662,Epsilon,1192.27,2.71,0.546,118556
EF-C-0000285,1,EF-190560,EQ-136996,Ion Pulverizer,14.825,Helionis Cluster,670.23,19.41,0.278,38308
EF-C-0000286,1,EF-762887,EQ-157581,Ion Pulverizer,13.01,Epsilon,294.87,13.07,0.568,101844
EF-C-0000287,1,EF-261303,EQ-979651,Quantum Bore,16.619,Epsilon,1308.36,4.47,0.738,99222
EF-C-0000288,1,EF-058928,EQ-752594,ReglAggregators,14.219,Helionis Cluster,1251.79,7.6,0.284,39442
EF-C-0000289,1,EF-161896,EQ-739620,Ion Pulverizer,14.849,Helionis Cluster,558.19,21.36,0.483,46303
EF-C-0000290,1,EF-461447,EQ-602527,Ion Pulverizer,9.013,Zeta,1411.83,11.58,0.37,91567
EF-C-0000291,1,EF-422383,EQ-213519,ReglAggregators,7.211,Zeta,1723.26,19.14,0.696,83401
EF-C-0000292,1,EF-648421,EQ-608044,FexStram Carrier,13.773,Helionis Cluster,1450.93,9.47,0.37,30059
EF-C-0000293,1,EF-051519,EQ-521332,Ion Pulverizer,7.362,Zeta,546.66,11.98,0.753,71744
EF-C-0000294,1,EF-543599,EQ-413344,Ion Pulverizer,8.069,Zeta,1382.03,13.42,0.555,191661
EF-C-0000295,1,EF-654233,EQ-877603,ReglAggregators,10.645,Epsilon,463.69,6.55,0.27,74598
EF-C-0000296,1,EF-994020,EQ-010626,Flux Rider,10.834,Helionis Cluster,1123.72,20.38,0.533,50705
EF-C-0000297,2,EF-994020,EQ-010626,Flux Rider,10.834,Helionis Cluster,1123.72,20.38,0.533,73653
EF-C-0000298,1,EF-994020,EQ-010626,Flux Rider,10.834,Helionis Cluster,1123.72,20.38,0.533,64014
EF-C-0000299,2,EF-994020,EQ-010626,Flux Rider,10.834,Helionis Cluster,1123.72,20.38,0.533,29660
EF-C-0000300,1,EF-630748,EQ-031506,ReglAggregators,3,Zeta,1694.18,20.17,0.728,117056
EF-C-0000301,1,EF-304126,EQ-414682,Graviton Extractor,9.883,Helionis Cluster,1590.65,8.92,0.478,44823
EF-C-0000302,1,EF-589603,EQ-487173,Quantum Bore,13.057,Epsilon,995.47,23.71,0.535,82767
EF-C-0000303,1,EF-917442,EQ-100836,Flux Rider,9.298,Helionis Cluster,1269.41,20.72,0.659,140917
EF-C-0000304,1,EF-559605,EQ-259189,ReglAggregators,9.656,Helionis Cluster,1667.56,15.57,0.496,109086
EF-C-0000305,1,EF-122927,EQ-050775,Graviton Extractor,10.645,Zeta,344.48,12.82,0.515,43193
EF-C-0000306,1,EF-670054,EQ-012103,Flux Rider,9.555,Epsilon,324.22,7.79,0.243,41076
EF-C-0000307,1,EF-201711,EQ-959414,Quantum Bore,6.588,Helionis Cluster,1068.7,10.84,0.871,53617
EF-C-0000308,1,EF-837724,EQ-510948,Graviton Extractor,14.902,Epsilon,992.26,3.53,0.551,28538
EF-C-0000309,1,EF-301901,EQ-962923,Graviton Extractor,15.815,Epsilon,1267.16,18.63,0.626,83516
EF-C-0000310,1,EF-976496,EQ-503438,Ion Pulverizer,17.726,Zeta,752.75,23.14,0.437,107001
EF-C-0000311,1,EF-424376,EQ-796743,Graviton Extractor,9.205,Helionis Cluster,214.45,23.68,0.675,149509
EF-C-0000312,1,EF-460795,EQ-251499,Quantum Bore,14.252,Epsilon,552.25,16.95,0.787,233302
EF-C-0000313,1,EF-137472,EQ-565375,Quantum Bore,10.198,Zeta,558.68,11.61,0.403,464730
EF-C-0000314,1,EF-454303,EQ-148874,Flux Rider,6.986,Zeta,530.86,20.48,0.542,51979
EF-C-0000315,1,EF-340534,EQ-811021,Flux Rider,19.612,Epsilon,1070.86,15.58,0.893,64225
EF-C-0000316,1,EF-409383,EQ-721729,Quantum Bore,3,Helionis Cluster,265.1,23.18,0.439,59701
EF-C-0000317,1,EF-865411,EQ-926896,ReglAggregators,17.692,Zeta,1752.52,23.45,0.785,161038
EF-C-0000318,1,EF-435453,EQ-179114,Flux Rider,9.024,Epsilon,1501.57,2.16,0.708,103456
EF-C-0000319,1,Unknown,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,82588
EF-C-0000320,2,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,79875
EF-C-0000321,3,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,81144
EF-C-0000322,1,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,108579
EF-C-0000323,2,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,245454
EF-C-0000324,3,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,104730
EF-C-0000325,1,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,92243
EF-C-0000326,2,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,80405
EF-C-0000327,3,EF-902026,EQ-814397,ReglAggregators,25.59,Zeta,1687,16.16,0.908,83374
EF-C-0000328,1,EF-675867,EQ-510710,Flux Rider,19.573,Zeta,517.2,15.16,0.602,57325
EF-C-0000329,1,EF-529395,EQ-832863,ReglAggregators,16.68,Helionis Cluster,1446.36,11.97,0.422,70215
EF-C-0000330,2,EF-529395,EQ-832863,ReglAggregators,16.68,Helionis Cluster,1446.36,11.97,0.422,59737
EF-C-0000331,1,EF-529395,EQ-832863,ReglAggregators,16.68,Helionis Cluster,1446.36,11.97,0.422,74510
EF-C-0000332,2,EF-529395,EQ-832863,ReglAggregators,16.68,Helionis Cluster,1446.36,11.97,0.422,59008
EF-C-0000333,1,EF-106458,EQ-385473,Quantum Bore,3,Zeta,1118.8,17.62,0.578,207779
EF-C-0000334,1,EF-338502,EQ-029743,Graviton Extractor,12.097,Epsilon,1504.14,20.3,0.853,118592
EF-C-0000335,1,EF-841150,EQ-170903,ReglAggregators,15.71,Zeta,995.12,13.91,0.732,55823
EF-C-0000336,1,EF-800592,EQ-632680,Flux Rider,12.386,Zeta,1312.85,9.44,0.717,48434
EF-C-0000337,1,EF-566438,EQ-624761,Graviton Extractor,3,Epsilon,241.97,18.79,0.658,67884
EF-C-0000338,1,EF-811680,EQ-306067,Ion Pulverizer,11.429,Zeta,287.79,16.52,0.507,62769
EF-C-0000339,1,EF-557891,EQ-286679,Flux Rider,3.529,Zeta,647.21,14.44,0.867,29831
EF-C-0000340,1,EF-141769,EQ-362462,Ion Pulverizer,12.52,Epsilon,1005.39,13.99,0.304,115084
EF-C-0000341,1,EF-096248,EQ-864965,Ion Pulverizer,10.944,Epsilon,296.67,9.01,0.456,91452
EF-C-0000342,1,EF-944531,EQ-345505,Ion Pulverizer,11.926,Helionis Cluster,1776.16,19.19,0.647,41268
EF-C-0000343,1,EF-198390,EQ-627298,ReglAggregators,7.722,Zeta,681.96,5.19,0.305,34624
EF-C-0000344,1,EF-756204,EQ-851463,Ion Pulverizer,7.924,Helionis Cluster,842.91,20.06,0.539,219280
EF-C-0000345,1,EF-815086,EQ-817011,ReglAggregators,15.775,Zeta,1352.81,18.73,0.846,42298
EF-C-0000346,1,EF-002478,EQ-578865,Graviton Extractor,7.688,Zeta,871.42,16.63,0.787,209130
EF-C-0000347,1,EF-245444,EQ-219588,FexStram Carrier,18.015,Helionis Cluster,294.51,21.21,0.818,49092
EF-C-0000348,1,EF-016128,EQ-886413,ReglAggregators,10.227,Zeta,825.18,7.94,0.77,156707
EF-C-0000349,1,EF-959092,EQ-097086,Ion Pulverizer,17.584,Helionis Cluster,1635.91,10.36,0.59,24337
EF-C-0000350,1,EF-961541,EQ-949511,ReglAggregators,10.33,Zeta,1182.3,11.25,0.398,70986
EF-C-0000351,1,EF-845866,EQ-242053,Flux Rider,3.523,Epsilon,747.11,14.86,0.552,72340
EF-C-0000352,1,EF-821804,EQ-929161,FexStram Carrier,12.23,Zeta,1721.69,7.29,0.514,42538
EF-C-0000353,1,EF-234347,EQ-420047,ReglAggregators,9.506,Zeta,939.22,17.34,0.785,48108
EF-C-0000354,1,EF-539973,EQ-930188,Quantum Bore,11.121,Zeta,812.7,2.13,0.467,319010
EF-C-0000355,1,EF-892929,EQ-817656,Flux Rider,4.481,Epsilon,1586.45,23.49,0.75,67163
EF-C-0000356,1,EF-912373,EQ-280024,Ion Pulverizer,11.276,Epsilon,818.22,7.42,0.145,70219
EF-C-0000357,1,EF-185338,EQ-123012,ReglAggregators,24.821,Epsilon,632.6,1.36,0.601,105522
EF-C-0000358,1,EF-704009,EQ-153236,Flux Rider,12.5,Helionis Cluster,1161.86,21.05,0.477,30553
EF-C-0000359,1,EF-288988,EQ-720750,Ion Pulverizer,7.49,Zeta,1118.62,14.8,0.539,32561
EF-C-0000360,1,EF-010231,EQ-803578,ReglAggregators,6.575,Epsilon,477.67,7.66,0.333,78447
EF-C-0000361,1,EF-537544,EQ-318867,Flux Rider,13.725,Epsilon,1291.18,14.26,0.168,59841
EF-C-0000362,1,EF-856870,EQ-990871,Ion Pulverizer,10.965,Helionis Cluster,994.03,21.3,0.9,90470
EF-C-0000363,1,EF-341787,EQ-297349,Flux Rider,6.14,Epsilon,673.99,21.38,0.526,67610
EF-C-0000364,5,EF-984576,EQ-380460,Flux Rider,6.026,Epsilon,682.02,17.51,0.378,47378
EF-C-0000365,1,EF-281739,EQ-263630,ReglAggregators,9.469,Zeta,847.77,2.22,0.653,85136
EF-C-0000366,1,EF-233724,EQ-277216,ReglAggregators,6.886,Zeta,679.55,22.94,0.499,82399
EF-C-0000367,1,EF-635782,EQ-919813,Graviton Extractor,5.088,Epsilon,1042.69,7.06,0.368,53878
EF-C-0000368,1,EF-042417,EQ-086299,Graviton Extractor,16.773,Helionis Cluster,822.64,22.19,0.385,114278
EF-C-0000369,1,EF-880580,EQ-020015,ReglAggregators,6.997,Epsilon,861.28,22.97,0.398,69836
EF-C-0000370,1,EF-530526,EQ-933658,Graviton Extractor,3,Zeta,1277.3,11.09,0.167,57402
EF-C-0000371,1,EF-895845,EQ-766971,Ion Pulverizer,22.211,Zeta,818.64,18.41,0.786,42070
EF-C-0000372,1,EF-807856,EQ-489322,Quantum Bore,12.085,Epsilon,1534.04,18.28,0.564,131944
EF-C-0000373,1,EF-947801,EQ-875728,ReglAggregators,7.849,Zeta,571.43,21.05,0.711,52524
EF-C-0000374,1,EF-727461,EQ-752028,ReglAggregators,19.256,Epsilon,932.9,13.81,0.872,82068
EF-C-0000375,2,EF-727461,EQ-752028,ReglAggregators,19.256,Epsilon,932.9,13.81,0.872,76490
EF-C-0000376,1,EF-727461,EQ-752028,ReglAggregators,19.256,Epsilon,932.9,13.81,0.872,52378
EF-C-0000377,2,EF-727461,EQ-752028,ReglAggregators,19.256,Epsilon,932.9,13.81,0.872,58951
EF-C-0000378,1,EF-019805,EQ-630404,ReglAggregators,14.099,Epsilon,983.33,6.49,0.748,51407
EF-C-0000379,1,EF-552526,EQ-746244,ReglAggregators,12.808,Epsilon,849.35,22.95,0.262,152031
EF-C-0000380,2,EF-552526,EQ-746244,ReglAggregators,67.03124619,Epsilon,849.35,22.95,0.262,80715
EF-C-0000381,1,EF-552526,EQ-746244,ReglAggregators,12.808,Epsilon,849.35,22.95,0.262,87805
EF-C-0000382,2,EF-552526,EQ-746244,ReglAggregators,12.808,Epsilon,849.35,22.95,0.262,68457
EF-C-0000383,1,EF-602134,EQ-218809,FexStram Carrier,18.222,Zeta,1322.3,17.15,0.871,108677
EF-C-0000384,2,EF-602134,EQ-218809,FexStram Carrier,18.222,Zeta,1322.3,17.15,0.871,62145
EF-C-0000385,1,EF-602134,EQ-218809,FexStram Carrier,18.222,Zeta,1322.3,17.15,0.871,74756
EF-C-0000386,2,EF-602134,EQ-218809,FexStram Carrier,18.222,Zeta,1322.3,17.15,0.871,69594
EF-C-0000387,1,EF-048045,EQ-457485,ReglAggregators,11.001,Epsilon,462.41,22.72,0.378,60132
EF-C-0000388,1,EF-495142,EQ-443414,Ion Pulverizer,6.284,Helionis Cluster,899.27,11.09,0.921,19950
EF-C-0000389,1,EF-796997,EQ-495221,ReglAggregators,3,Epsilon,1422.99,13.38,0.561,59584
EF-C-0000390,1,EF-509137,EQ-501049,ReglAggregators,19.131,Zeta,1371.78,7.73,0.77,70857
EF-C-0000391,1,EF-269246,EQ-158495,Quantum Bore,18.442,Helionis Cluster,1718,0.17,0.785,95032
EF-C-0000392,1,EF-303794,EQ-228853,Ion Pulverizer,14.212,Zeta,1752.66,17.94,0.468,137855
EF-C-0000393,1,EF-847348,EQ-956390,Quantum Bore,12.295,Zeta,1651.52,0.54,0.814,65603
EF-C-0000394,1,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,125521
EF-C-0000395,2,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,190573
EF-C-0000396,3,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,37218
EF-C-0000397,1,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,80161
EF-C-0000398,2,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,50203
EF-C-0000399,3,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,202272
EF-C-0000400,1,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,42150
EF-C-0000401,2,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,82818
EF-C-0000402,3,EF-720356,EQ-827852,Ion Pulverizer,12.741,Helionis Cluster,167.7,21.45,0.745,68204
EF-C-0000403,1,EF-277919,EQ-931965,Ion Pulverizer,17.207,Epsilon,301.01,22.97,0.902,112101
EF-C-0000404,1,EF-934579,EQ-544883,Quantum Bore,11.216,Zeta,848.03,10.34,0.484,151357
EF-C-0000405,1,EF-587498,EQ-356100,Ion Pulverizer,4.857,Zeta,114.42,15.17,0.403,38498
EF-C-0000406,1,EF-329480,EQ-552162,ReglAggregators,16.076,Helionis Cluster,792.98,22.57,0.72,97309
EF-C-0000407,1,EF-546353,EQ-560130,ReglAggregators,13.907,Epsilon,749.74,15.89,0.68,70781
EF-C-0000408,1,EF-829755,EQ-669733,Flux Rider,8.203,Epsilon,1564.57,18.73,0.273,84147
EF-C-0000409,1,EF-372027,EQ-584969,Flux Rider,11.908,Epsilon,204.66,1.47,0.796,70087
EF-C-0000410,1,EF-894093,EQ-839721,Ion Pulverizer,7.921,Epsilon,1769.2,4.76,0.328,92758
EF-C-0000411,1,EF-115617,EQ-929475,Quantum Bore,9.179,Zeta,385.52,21.5,0.321,4237030.195
EF-C-0000412,1,EF-927598,EQ-560304,Flux Rider,6.494,Epsilon,582.29,14.85,0.958,24459
EF-C-0000413,1,EF-450153,EQ-513246,Ion Pulverizer,7.906,Zeta,217.69,17.77,0.924,44372
EF-C-0000414,1,EF-057991,EQ-092186,ReglAggregators,7.626,Helionis Cluster,1505.27,18.4,0.484,86572
EF-C-0000415,1,EF-720520,EQ-506807,Quantum Bore,9.228,Helionis Cluster,1686.75,21.39,0.75,60912
EF-C-0000416,1,EF-164491,EQ-947490,Ion Pulverizer,16.937,Zeta,1160.81,3.2,0.517,129024
EF-C-0000417,1,EF-732312,EQ-468832,Quantum Bore,14.936,Epsilon,979.99,12.82,0.408,128859
EF-C-0000418,1,EF-970662,EQ-487260,Graviton Extractor,13.602,Helionis Cluster,643.76,3.63,0.547,27039
EF-C-0000419,1,EF-700471,EQ-531300,Flux Rider,5.661,Zeta,1310.19,8.23,0.745,67674
EF-C-0000420,1,EF-801594,EQ-868595,Ion Pulverizer,13.338,Epsilon,1719.13,15.02,0.756,93036
EF-C-0000421,1,EF-937155,EQ-359961,Quantum Bore,13.049,Helionis Cluster,380.5,11.95,0.38,42425
EF-C-0000422,1,EF-623537,EQ-474314,Flux Rider,17.682,Epsilon,387.07,3.05,0.276,32470
EF-C-0000423,1,EF-860832,EQ-037849,ReglAggregators,13.229,Zeta,201.99,19.64,0.748,112270
EF-C-0000424,1,EF-592925,EQ-479835,ReglAggregators,14.572,Helionis Cluster,405.32,16.31,0.157,55184
EF-C-0000425,1,EF-011919,EQ-411059,ReglAggregators,6.033,Epsilon,1335.68,10.62,0.666,85067
EF-C-0000426,1,EF-068958,EQ-241764,FexStram Carrier,8.331,Epsilon,252.41,5.94,0.609,32029
EF-C-0000427,1,EF-049518,EQ-321487,Graviton Extractor,11.156,Zeta,981.59,7.27,0.431,87956
EF-C-0000428,1,EF-757324,EQ-507238,ReglAggregators,12.549,Zeta,694.04,0.99,0.1,42194
EF-C-0000429,1,EF-128641,EQ-305024,Quantum Bore,17.145,Epsilon,811.64,14.77,0.516,53995
EF-C-0000430,1,EF-697036,EQ-377413,ReglAggregators,6.525,Helionis Cluster,1500.32,1.31,0.609,54899
EF-C-0000431,1,EF-885927,EQ-672590,FexStram Carrier,11.89,Zeta,410.18,9.31,0.399,33016
EF-C-0000432,1,EF-169351,EQ-619393,Ion Pulverizer,12.739,Helionis Cluster,212.07,13.72,0.64,227426
EF-C-0000433,1,EF-475934,EQ-715571,Graviton Extractor,6.305,Zeta,1487.11,16.89,0.083,57496
EF-C-0000434,1,EF-152964,EQ-024877,Graviton Extractor,12.627,Epsilon,1714.66,20.59,0.938,122167
EF-C-0000435,1,EF-606634,EQ-185328,Graviton Extractor,8.611,Helionis Cluster,866.42,10.82,0.554,34684
EF-C-0000436,1,EF-218931,EQ-586333,ReglAggregators,16.184,Helionis Cluster,1093.94,22.91,0.75,55469
EF-C-0000437,1,EF-799409,EQ-912276,Quantum Bore,16.267,Helionis Cluster,716.63,4.54,0.709,56711
EF-C-0000438,1,EF-940907,EQ-757068,Graviton Extractor,8.092,Epsilon,568.9,19.81,0.419,79744
EF-C-0000439,1,EF-178884,EQ-678533,Ion Pulverizer,3.42,Helionis Cluster,1338.71,6.69,0.444,51034
EF-C-0000440,1,EF-390848,EQ-438705,ReglAggregators,11.409,Helionis Cluster,1690.12,16.21,0.782,57122
EF-C-0000441,1,EF-951857,EQ-995514,ReglAggregators,3,Helionis Cluster,1652.98,19.77,0.636,45742
EF-C-0000442,1,EF-639538,EQ-996634,ReglAggregators,16.138,Epsilon,202.6,8.69,0.612,80817
EF-C-0000443,1,EF-715292,EQ-995106,ReglAggregators,20.399,Epsilon,1667.36,16.24,0.443,173669
EF-C-0000444,1,EF-809754,EQ-763368,Quantum Bore,9.676,Epsilon,533.48,19.32,0.465,71581
EF-C-0000445,1,EF-393287,EQ-103463,Graviton Extractor,15.198,Helionis Cluster,589.02,18.91,0.679,36187
EF-C-0000446,1,EF-013159,EQ-014393,Ion Pulverizer,16.874,Helionis Cluster,944.59,5.9,0.896,44906
EF-C-0000447,1,EF-484509,EQ-083185,Ion Pulverizer,7.722,Zeta,1064.45,18.38,0.69,114686
EF-C-0000448,1,EF-216280,EQ-119771,Ion Pulverizer,10.747,Epsilon,1638.54,7.19,0.795,62409
EF-C-0000449,1,EF-971695,EQ-733846,Quantum Bore,11.158,Zeta,399.65,10.8,0.186,123523
EF-C-0000450,1,EF-920109,EQ-591407,ReglAggregators,12.017,Zeta,965.49,14.18,0.744,106565
EF-C-0000451,1,EF-893231,EQ-369320,ReglAggregators,14.163,Epsilon,1536.55,13.76,0.646,59129
EF-C-0000452,1,EF-412615,EQ-747783,Flux Rider,10.163,Zeta,517.37,14.07,0.695,46080
EF-C-0000453,1,EF-624122,EQ-011477,Ion Pulverizer,11.357,Zeta,1167.61,2.3,0.605,49449
EF-C-0000454,1,EF-362701,EQ-262845,Ion Pulverizer,12.601,Zeta,402.89,-19.19,0.728,113109
EF-C-0000455,1,EF-765490,EQ-231891,Graviton Extractor,11.526,Epsilon,1677.82,17.3,0.468,30369
EF-C-0000456,1,EF-841470,EQ-756858,Ion Pulverizer,9.62,Helionis Cluster,614.2,16.45,0.657,20098
EF-C-0000457,1,EF-251166,EQ-968014,ReglAggregators,10.232,Helionis Cluster,1403.2,21.73,0.529,89311
EF-C-0000458,1,EF-157716,EQ-823554,Flux Rider,11.271,Zeta,1028.13,11.82,0.751,19338
EF-C-0000459,1,EF-665394,EQ-690199,Graviton Extractor,14.613,Epsilon,162.8,18.62,0.299,22517
EF-C-0000460,1,EF-558010,EQ-950460,Quantum Bore,11.088,Helionis Cluster,344.8,9.06,0.324,269260
EF-C-0000461,1,EF-574861,EQ-449569,Graviton Extractor,14.537,Zeta,968.15,7.45,0.161,82640
EF-C-0000462,1,EF-869554,EQ-819438,Ion Pulverizer,8.844,Helionis Cluster,1145.43,9.68,0.691,67300
EF-C-0000463,1,EF-834437,EQ-867043,Graviton Extractor,21.494,Helionis Cluster,1744.54,1.27,0.59,42833
EF-C-0000464,1,EF-418007,EQ-390475,Flux Rider,23.506,Epsilon,627.76,17.53,0.276,50618
EF-C-0000465,1,EF-762918,EQ-080591,Ion Pulverizer,10.708,Helionis Cluster,240.17,23.78,0.815,78623
EF-C-0000466,1,EF-093293,EQ-780948,FexStram Carrier,3.662,Epsilon,839.09,8.84,0.247,41788
EF-C-0000467,1,EF-954123,EQ-370378,Ion Pulverizer,5.739,Zeta,232.92,13.19,0.342,35369
EF-C-0000468,1,EF-734053,EQ-292991,FexStram Carrier,8.718,Epsilon,328.78,9.06,0.255,45249
EF-C-0000469,1,EF-983431,EQ-263784,Quantum Bore,14.817,Epsilon,1596.35,19.56,0.711,57593
EF-C-0000470,1,EF-993616,EQ-890203,Ion Pulverizer,12.275,Epsilon,1003.32,7.6,0.789,43990
EF-C-0000471,1,EF-334665,EQ-469049,Ion Pulverizer,11.395,Epsilon,1090.73,23.85,0.27,146033
EF-C-0000472,1,EF-888656,EQ-504620,Quantum Bore,13.045,Helionis Cluster,1247.65,12.89,0.692,133983
EF-C-0000473,1,EF-908964,EQ-458227,ReglAggregators,3.842,Epsilon,1720.33,19.78,0.607,41599
EF-C-0000474,1,EF-129187,EQ-626777,Quantum Bore,16.708,Epsilon,1603.02,19.94,0.704,180186
EF-C-0000475,1,EF-681567,EQ-425266,Quantum Bore,9.158,Epsilon,1285.95,20.82,0.596,131305
