claim_id,claim_seq,policy_id,shipment_id,cargo_type,cargo_value,weight,route_risk,distance,transit_duration,pilot_experience,vessel_age,container_type,solar_radiation,debris_density,exposure,claim_amount
CAR-C-0000177,4,CL-169575,S-640130,rare earths,2125000,25000,3,21.32,12.733,10.599,31.811,QuantumCrate Module,0.247,0.269,0.083,395980
CAR-C-0000178,5,CL-169575,S-640130,Unknown,2125000,25000,3,21.32,12.733,10.599,31.811,QuantumCrate Module,0.247,0.269,0.083,48646
CAR-C-0000179,1,CL-059489,S-407993,cobalt,9360000,180000,3,39.58,27.615,12.259,18.46,DockArc Freight Case,0.143,0.292,0.242,376934
CAR-C-0000180,1,CL-359261,S-939259,gold,339000000,2500,3,11.81,8.233,12.961,13.55,DeepSpace Haulbox,0.151,0.116,0.083,6952909
CAR-C-0000181,1,CL-380204,S-146438,lithium,9840000,120000,4,44.32,27.215,16.548,21.681,HardSeal Transit Crate,0.265,0.249,0.628,3154346
CAR-C-0000182,1,CL-708142,S-644350,gold,339000000,2500,5,45.72,42.552,9.363,21.992,DockArc Freight Case,0.235,0.594,0.426,13379130
CAR-C-0000183,1,CL-109720,S-954558,gold,678000000,5000,3,43.56,30.8,7.18,19.244,QuantumCrate Module,0.329,0.35,0.781,29611758
CAR-C-0000184,1,CL-573271,S-037883,lithium,8610000,105000,2,51.82,26.612,16.828,11.825,LongHaul Vault Canister,0.426,0.353,0.764,700150
CAR-C-0000185,1,CL-797808,S-575675,cobalt,10400000,200000,2,21.95,14.641,17.757,11.425,QuantumCrate Module,0.277,0.243,0.196,408020
CAR-C-0000186,1,CL-992087,S-617204,lithium,7380000,90000,3,50.37,20.935,9.594,35.872,HardSeal Transit Crate,0.304,0.3,0.083,303878
CAR-C-0000187,1,CL-083928,S-119295,rare earths,3825000,45000,4,32.13,20.943,14.705,29.016,DeepSpace Haulbox,0.49,0.409,0.834,947164
CAR-C-0000188,1,CL-622117,S-678782,gold,542400000,4000,1,1.58,1,17.789,1,HardSeal Transit Crate,0,0.103,0.613,27170308
CAR-C-0000189,1,CL-570142,S-407965,cobalt,8320000,160000,3,1.58,1,12.507,10.943,DeepSpace Haulbox,0.047,0.151,0.77,429520
CAR-C-0000190,1,CL-541503,S-852346,rare earths,2975000,35000,5,4.74,2.75,14.624,7.234,DeepSpace Haulbox,0.356,0.25,0.4,131413
CAR-C-0000191,1,CL-174584,S-063964,supplies,900000,90000,2,21.71,12.431,14.03,11.292,QuantumCrate Module,0.176,0.229,0.231,10445
CAR-C-0000192,1,CL-382060,S-884650,supplies,800000,80000,3,9.11,5.807,7.162,20.71,LongHaul Vault Canister,0.215,0.154,0.127,66949
CAR-C-0000193,1,CL-837720,S-069700,rare earths,55355831,45000,4,4.79,3.436,15.407,8.27,QuantumCrate Module,0.169,0.3,0.657,285059
CAR-C-0000194,1,CL-774807,S-125537,lithium,7380000,90000,3,3.61,2.14,15.123,31.461,DeepSpace Haulbox,0.173,0.319,0.219,335408
CAR-C-0000195,1,CL-937583,S-389132,cobalt,10400000,200000,2,44.95,24.848,14.723,20.397,HardSeal Transit Crate,0.139,0.305,0.095,743683
CAR-C-0000196,1,CL-192108,S-403411,supplies,900000,90000,2,22.38,15.412,11.619,-39.66,LongHaul Vault Canister,0.352,0.138,0.242,66614
CAR-C-0000197,1,CL-705318,S-630192,platinum,163500000,3000,3,49.42,25.335,23.663,39.692,DeepSpace Haulbox,0.175,0.488,0.152,36751978
CAR-C-0000198,1,CL-625225,S-610859,cobalt,8320000,160000,2,24.07,12.967,20.394,15.01,QuantumCrate Module,0.117,0.094,0.853,1621629
CAR-C-0000199,1,CL-604169,S-503423,cobalt,5200000,100000,2,26.94,18.483,20.696,1,DockArc Freight Case,0.383,0.17,0.786,228491
CAR-C-0000200,1,CL-320646,S-514773,titanium,1575000,225000,2,3.58,2.398,7.312,19.044,DockArc Freight Case,0.159,0.121,0.556,99283
CAR-C-0000201,1,CL-564593,S-736694,cobalt,8320000,160000,2,1.58,1,10.279,15.776,LongHaul Vault Canister,0.097,0.075,0.863,254418
CAR-C-0000202,1,CL-658198,S-545019,rare earths,3825000,45000,3,10,7.866,19.586,15.085,QuantumCrate Module,0.016,0.075,0.123,370393
CAR-C-0000203,2,CL-658198,S-545019,rare earths,3825000,45000,3,10,7.866,19.586,15.085,QuantumCrate Module,0.016,0.075,0.123,227314
CAR-C-0000204,1,CL-292326,S-087488,supplies,1000000,100000,5,24.47,13.021,15.33,22.613,DeepSpace Haulbox,0.244,0.094,0.62,53804
CAR-C-0000205,1,CL-705380,S-088922,gold,542400000,4000,3,11.64,6.908,9.289,1.13,DeepSpace Haulbox,0.441,0.347,0.083,4291554
CAR-C-0000206,1,CL-700134,S-952982,cobalt,9360000,180000,2,49.03,26.781,12.203,1,HardSeal Transit Crate,0.27,0.276,0.206,350601
CAR-C-0000207,2,CL-700134,S-952982,cobalt,9360000,180000,2,49.03,26.781,12.203,1,HardSeal Transit Crate,0.27,0.276,0.206,1062842
CAR-C-0000208,3,CL-700134,S-952982,cobalt,9360000,180000,2,49.03,26.781,12.203,1,HardSeal Transit Crate,0.27,0.276,0.206,982702
CAR-C-0000209,1,CL-220725,S-487024,lithium,9840000,120000,4,1.58,1.156,16.549,20.02,LongHaul Vault Canister,0.224,0.201,0.681,563324
CAR-C-0000210,1,CL-035503,S-099142,rare earths,2125000,25000,2,39.93,21.918,9.538,12.213,HardSeal Transit Crate,0.274,0.337,0.241,157514
CAR-C-0000211,1,CL-335129,S-140752,gold,678000000,5000,2,32.05,16.167,8.797,7.952,QuantumCrate Module,0.236,0.437,0.925,36282722
CAR-C-0000212,1,CL-433939,S-146702,lithium,12300000,150000,2,10.14,7.646,10.83,12.43,QuantumCrate Module,0.063,0.4,0.083,336989
CAR-C-0000213,2,CL-433939,S-146702,lithium,12300000,150000,2,10.14,7.646,10.83,12.43,QuantumCrate Module,0.063,0.4,0.083,394486
CAR-C-0000214,3,CL-433939,S-146702,lithium,12300000,150000,2,10.14,7.646,10.83,12.43,QuantumCrate Module,0.063,0.4,0.083,1417371
CAR-C-0000215,1,CL-716348,S-202343,platinum,114450000,2100,5,27.39,15.259,11.477,11.655,DeepSpace Haulbox,0.31,0.237,0.449,4508158
CAR-C-0000216,1,CL-300640,S-846406,titanium,29946694,250000,3,8.35,4.705,14.904,26.278,QuantumCrate Module,0.183,0.214,0.166,41025
CAR-C-0000217,2,CL-300640,S-846406,titanium,1750000,250000,3,8.35,4.705,14.904,26.278,QuantumCrate Module,0.183,0.214,0.166,65065
CAR-C-0000218,1,CL-971587,S-871329,titanium,1225000,175000,3,20.16,14.562,7.485,19.036,HardSeal Transit Crate,0.259,0.267,0.528,30241
CAR-C-0000219,2,CL-971587,S-871329,titanium,1225000,175000,3,20.16,14.562,7.485,19.036,HardSeal Transit Crate,0.259,0.267,0.528,157054
CAR-C-0000220,1,CL-226144,S-596212,titanium,1050000,150000,3,11.98,6.512,18.584,9.527,HardSeal Transit Crate,0.061,0.286,0.245,23208
CAR-C-0000221,2,CL-226144,S-596212,titanium,1050000,150000,3,11.98,6.512,18.584,9.527,HardSeal Transit Crate,0.061,0.286,0.245,27515
CAR-C-0000222,3,CL-226144,S-596212,titanium,1050000,150000,3,11.98,6.512,18.584,9.527,HardSeal Transit Crate,0.061,0.286,0.245,57885
CAR-C-0000223,1,CL-098440,S-020235,titanium,1575000,225000,3,4.43,2.491,9.348,21.612,LongHaul Vault Canister,0.152,0.104,0.083,73425
CAR-C-0000224,1,CL-258326,S-954196,gold,610200000,0,4,20.37,13.816,13.351,12.484,LongHaul Vault Canister,0.332,0.208,0.242,20369014
CAR-C-0000225,2,CL-258326,S-954196,gold,610200000,4500,4,20.37,13.816,13.351,12.484,LongHaul Vault Canister,0.332,0.208,0.242,16291600
CAR-C-0000226,1,CL-769287,S-032932,rare earths,3400000,40000,2,9.89,4.335,18.567,12.832,DeepSpace Haulbox,0.219,0.277,0.705,169965
CAR-C-0000227,1,CL-016123,S-922612,lithium,6150000,75000,4,11.01,4.796,14.454,1,QuantumCrate Module,0.237,0.216,0.243,331499
CAR-C-0000228,1,CL-217603,S-628008,platinum,81750000,1500,3,31.74,18.657,15.848,17.198,HardSeal Transit Crate,0.222,0.351,0.751,6983402
CAR-C-0000229,1,CL-381395,S-440353,gold,406800000,3000,5,10.64,6.438,20.706,20.757,HardSeal Transit Crate,0.218,0.383,0.138,47230856
CAR-C-0000230,1,CL-217279,S-418148,lithium,12300000,150000,3,49.71,34.412,7.847,33.613,DockArc Freight Case,0.244,0.26,0.85,767483
CAR-C-0000231,1,CL-168919,S-242615,titanium,875000,125000,3,59.91,36.885,15.973,23.1,DockArc Freight Case,0.333,0.305,0.19,10707
CAR-C-0000232,1,CL-757160,S-344849,rare earths,3825000,45000,1,28.38,-18.578,11.989,31.738,HardSeal Transit Crate,0.169,0.261,0.133,200650
CAR-C-0000233,2,CL-757160,S-344849,rare earths,3825000,45000,1,28.38,18.578,11.989,31.738,HardSeal Transit Crate,0.169,0.261,0.133,43788
CAR-C-0000234,1,CL-455789,S-721734,lithium,11070000,135000,2,2.5,1.722,10.599,20.947,HardSeal Transit Crate,0,0.288,0.839,739871
CAR-C-0000235,1,CL-135700,S-133917,lithium,9840000,120000,5,20.5,13.171,16.619,33.052,LongHaul Vault Canister,0.12,0.244,0.144,2428481
CAR-C-0000236,1,CL-353947,S-485305,rare earths,3825000,45000,5,14.33,8.178,15.381,30.746,QuantumCrate Module,0.279,0.238,0.189,103393
CAR-C-0000237,1,CL-741573,S-445961,rare earths,2975000,35000,1,10.39,7.027,9.572,30.906,HardSeal Transit Crate,0.054,0.193,0.628,276517
CAR-C-0000238,1,CL-449819,S-149480,titanium,1750000,250000,3,60.5,40.842,10.525,20.245,HardSeal Transit Crate,0.422,0.406,0.698,129565
CAR-C-0000239,1,CL-288302,S-858058,cobalt,10400000,200000,2,23.71,10.944,5.054,14.765,DockArc Freight Case,0.282,0.219,0.797,609878
CAR-C-0000240,1,CL-029697,S-896392,lithium,7380000,90000,4,34.3,20.946,15.386,34.117,DockArc Freight Case,0.262,0.406,0.329,620892
CAR-C-0000241,1,CL-032853,S-124320,titanium,1050000,150000,2,1.58,1,18.704,21.352,HardSeal Transit Crate_???2061,0.191,0.209,0.132,-33699
CAR-C-0000242,1,CL-072734,S-810346,gold,610200000,4500,3,2.5,1.248,14.263,27.526,DeepSpace Haulbox,0.186,0.165,0.196,178057539
CAR-C-0000243,1,CL-355048,S-797856,platinum,147150000,2700,2,31.51,28.65,13.477,43.084,HardSeal Transit Crate,0.126,0.233,0.249,75156559
CAR-C-0000244,1,CL-488946,S-635865,lithium,7380000,90000,3,70.63,46.089,8.038,22.753,QuantumCrate Module,0.337,0.251,0.195,194952
CAR-C-0000245,2,CL-488946,S-635865,lithium,7380000,90000,3,70.63,46.089,8.038,22.753,QuantumCrate Module,0.337,0.251,0.195,683912
CAR-C-0000246,1,CL-334619,S-823360,rare earths,2125000,25000,3,29.8,15.555,11.989,27.602,DeepSpace Haulbox,0.219,0.214,0.337,78501
CAR-C-0000247,1,CL-963227,S-179338,cobalt,8320000,160000,5,48.33,22.035,14.473,18.219,HardSeal Transit Crate,0.211,0.432,0.13,304658
CAR-C-0000248,2,CL-963227,S-179338,cobalt,8320000,160000,5,48.33,22.035,14.473,18.219,HardSeal Transit Crate,0.211,0.432,0.13,3824747
CAR-C-0000249,1,CL-296436,S-790174,gold,610200000,4500,3,14.93,-6.848,13.859,20.305,HardSeal Transit Crate,0.363,0.186,0.884,53327232
CAR-C-0000250,1,CL-627179,S-647188,supplies,1000000,100000,3,37.4,26.717,17.89,15.252,DeepSpace Haulbox,0.353,0.433,0.083,60184
CAR-C-0000251,2,CL-627179,S-647188,supplies,1000000,100000,3,37.4,26.717,17.89,15.252,DeepSpace Haulbox,0.353,0.433,0.083,86379
CAR-C-0000252,3,CL-627179,S-647188,supplies,1000000,100000,3,37.4,26.717,17.89,15.252,DeepSpace Haulbox,0.353,0.433,0.083,84132
CAR-C-0000253,1,CL-605917,S-427425,cobalt,7280000,140000,3,46.31,21.071,20.57,12.994,HardSeal Transit Crate,0.268,0.298,0.986,1053503
CAR-C-0000254,1,CL-478614,S-678988,titanium,875000,125000,3,33.05,21.714,15.414,18.04,LongHaul Vault Canister,0.371,0.336,0.239,61464
CAR-C-0000255,1,CL-351198,S-746034,rare earths,2550000,30000,2,16.83,9.133,17.509,21.588,HardSeal Transit Crate,0.141,0.272,0.648,87563
CAR-C-0000256,1,CL-907704,S-645146,titanium,1050000,150000,2,38.07,20.371,13.269,13.553,DeepSpace Haulbox,0.308,0.288,0.14,71928
CAR-C-0000257,1,CL-324987,S-557640,titanium,1050000,150000,2,13.29,6.506,18.654,25.641,LongHaul Vault Canister,0.074,0.167,0.177,165495
CAR-C-0000258,1,CL-068850,S-162311,cobalt,5200000,100000,4,26.48,15.765,12.753,18.737,QuantumCrate Module,0.35,0.234,0.866,390801
CAR-C-0000259,1,CL-528752,S-211268,rare earths,3825000,45000,4,30.47,14.958,15.46,14.535,DeepSpace Haulbox,0.2,0.409,0.119,229970
CAR-C-0000260,1,CL-984808,S-082507,gold,406800000,3000,3,30.77,20,13.622,24.303,DockArc Freight Case,0.134,0.292,0.374,25210922
CAR-C-0000261,1,CL-619496,S-523664,lithium,7380000,90000,3,35.85,22.901,13.81,5.63,DeepSpace Haulbox,0.36,0.243,0.835,1012610
CAR-C-0000262,1,CL-101865,S-231174,titanium,1750000,250000,3,29.31,17.422,11.922,18.676,DeepSpace Haulbox,0.525,0.363,0.197,245433
CAR-C-0000263,2,CL-101865,S-231174,titanium,1750000,250000,3,29.31,17.422,11.922,18.676,DeepSpace Haulbox,0.525,0.363,0.197,90995
CAR-C-0000264,3,CL-101865,S-231174,titanium,1750000,250000,3,29.31,17.422,11.922,18.676,DeepSpace Haulbox,0.525,0.363,0.197,24486
CAR-C-0000265,1,CL-633931,S-113016,gold,339000000,2500,2,25.44,13.3,10.693,15.534,HardSeal Transit Crate,0.263,0.224,0.619,42409340
CAR-C-0000266,1,CL-947390,Unknown,platinum,130800000,2400,3,17.18,10.586,22.672,3.428,LongHaul Vault Canister,0.393,0.165,0.115,6085549
CAR-C-0000267,1,CL-642538,S-707568,lithium,7380000,90000,3,47,23.619,15.411,24.807,QuantumCrate Module,0.448,0.267,0.178,353375
CAR-C-0000268,1,CL-789379,S-394947,gold,542400000,4000,4,34.16,21.651,14.822,22.732,LongHaul Vault Canister,0.235,0.193,0.359,97286538
CAR-C-0000269,1,CL-309948,S-844741,platinum,98100000,1800,3,59.89,42.014,21.143,18.728,LongHaul Vault Canister,0.122,0.224,0.087,8460102
CAR-C-0000270,1,CL-727557,S-294435,gold,339000000,2500,3,9.77,4.338,13.061,23.691,QuantumCrate Module,0.25,0.272,0.218,25276243
CAR-C-0000271,1,CL-738890,S-758915,cobalt,10400000,200000,2,8,5.748,24.789,11.354,HardSeal Transit Crate,0.267,0.217,0.228,527466
CAR-C-0000272,1,CL-684177,S-677233,gold,474600000,3500,3,57.6,29.933,24.534,25.521,DeepSpace Haulbox,0.263,0.319,0.835,10044259
CAR-C-0000273,1,CL-942524,S-606050,platinum,114450000,2100,4,1.58,1.082,12.041,11.986,DockArc Freight Case,0.222,0.182,0.141,43451661
CAR-C-0000274,2,CL-942524,S-606050,platinum,114450000,2100,4,1.58,1.082,12.041,11.986,DockArc Freight Case,0.222,0.182,0.141,3863738
CAR-C-0000275,1,CL-551445,S-830521,cobalt,9360000,180000,2,37.03,22.804,9.698,9.065,DeepSpace Haulbox,0.192,0.294,0.743,812108
CAR-C-0000276,1,CL-266857,S-173067,gold,610200000,4500,2,46.88,27.508,24.904,15.18,HardSeal Transit Crate,0.357,0.314,0.654,29259729
CAR-C-0000277,1,CL-153931,S-851664,supplies,500000,50000,3,47.08,29.755,19.359,9.728,DockArc Freight Case,0.342,0.228,0.184,26985
CAR-C-0000278,1,CL-856374,S-696991,rare earths,3825000,45000,3,20.28,10.543,23.341,20.58,LongHaul Vault Canister,0.165,0.197,0.129,129474
CAR-C-0000279,1,CL-084133,S-208649,titanium,1400000,200000,4,7.81,4.598,17.089,15.71,HardSeal Transit Crate,0.237,0.08,0.68,173771
CAR-C-0000280,1,CL-045422,S-949758,lithium,11070000,135000,4,1.93,1.475,9.532,22.606,DockArc Freight Case,0.226,0.345,0.62,367631
CAR-C-0000281,2,CL-045422,S-949758,lithium,11070000,135000,4,1.93,1.475,9.532,22.606,DockArc Freight Case,0.226,0.345,0.62,2444498
CAR-C-0000282,1,CL-504162,S-463528,cobalt,10400000,200000,3,22.74,12.332,19.59,33.949,DockArc Freight Case,0.456,0.119,0.271,976860
CAR-C-0000283,1,CL-910101,S-445160,gold,406800000,3000,3,25.12,15.332,14.168,31.225,DeepSpace Haulbox,0.31,0.253,0.16,106043869
CAR-C-0000284,2,CL-910101,S-445160,gold,406800000,3000,3,25.12,15.332,14.168,31.225,DeepSpace Haulbox,0.31,0.253,0.16,14295322
CAR-C-0000285,1,CL-247804,S-873578,platinum,163500000,3000,4,1.58,1.133,12.503,6.147,QuantumCrate Module,0.189,0.147,0.794,2166263
CAR-C-0000286,1,CL-993406,S-138016,cobalt,5200000,100000,3,33.9,16.864,18.38,28.348,HardSeal Transit Crate,0.149,0.157,0.218,123155
CAR-C-0000287,2,CL-993406,S-138016,cobalt,5200000,100000,3,33.9,16.864,18.38,28.348,HardSeal Transit Crate,0.149,0.157,0.218,294022
CAR-C-0000288,-1,CL-312036,S-322092,supplies,600000,60000,3,7.62,4.54,12.959,24.5,HardSeal Transit Crate,0.148,0.213,0.184,67524
CAR-C-0000289,2,CL-312036,S-322092,supplies,600000,60000,3,7.62,4.54,12.959,24.5,HardSeal Transit Crate,0.148,0.213,0.184,35983
CAR-C-0000290,3,CL-312036,S-322092,supplies,600000,60000,3,7.62,4.54,12.959,24.5,HardSeal Transit Crate,0.148,0.213,0.184,28332
CAR-C-0000291,1,CL-471408,S-533298,platinum,98100000,1800,2,36.63,21.946,20.722,18.626,DeepSpace Haulbox,0.225,0.391,0.638,7717532
CAR-C-0000292,1,CL-832608,S-490801,supplies,700000,70000,1,26.11,13.101,16.501,38.391,HardSeal Transit Crate,0.177,0.267,0.926,64799
CAR-C-0000293,1,CL-243192,S-475703,titanium,1575000,225000,3,63.23,35.136,16.969,19.308,LongHaul Vault Canister,0.422,0.218,0.38,56125
CAR-C-0000294,1,CL-696771,S-143925,platinum,163500000,3000,4,21.72,11.422,10.005,32.965,DockArc Freight Case,0.326,0.392,0.67,17934903
CAR-C-0000295,1,CL-747319,S-653259,cobalt,10400000,200000,5,32.07,19.611,17.771,45.705,HardSeal Transit Crate,0.367,0.469,0.528,542156
CAR-C-0000296,1,CL-709574,S-928023,titanium,1575000,225000,3,33.81,25.094,16.071,29.856,LongHaul Vault Canister,0.203,0.465,0.773,299318
CAR-C-0000297,1,CL-284289,S-827135,rare earths,2975000,35000,4,12.07,7.822,1.353,20.172,HardSeal Transit Crate,0.256,0.474,0.825,443102
CAR-C-0000298,1,CL-575983,S-536888,gold,339000000,2500,3,11.77,6.134,19.007,1,DockArc Freight Case,0.063,0.235,0.139,22423515
CAR-C-0000299,1,CL-031360,S-884395,rare earths,4250000,50000,4,1.58,1,13.637,6.383,DockArc Freight Case,0.216,0.112,0.168,142163
CAR-C-0000300,1,CL-325097,S-444856,rare earths,3400000,40000,3,34.66,17.523,16.107,12.204,QuantumCrate Module,0.416,0.291,0.794,604179
CAR-C-0000301,1,CL-503785,S-467007,supplies,700000,70000,3,45.56,26.324,13.598,11.535,HardSeal Transit Crate,0.25,0.049,0.172,34838
CAR-C-0000302,2,CL-503785,S-467007,supplies,700000,70000,3,45.56,26.324,13.598,11.535,HardSeal Transit Crate,0.25,0.049,0.172,53630
CAR-C-0000303,1,CL-031828,S-581089,gold,678000000,5000,1,18.26,8.566,8.95,1,QuantumCrate Module,0.062,0.142,0.234,12457499
CAR-C-0000304,1,CL-253066,S-538599,gold,678000000,5000,2,17.56,10.1,15.536,12.917,DeepSpace Haulbox,0.067,0.281,0.892,21457517
CAR-C-0000305,1,CL-154108,S-272390,supplies,500000,50000,4,32.96,16.391,22.265,7.117,DeepSpace Haulbox,0.28,0.202,0.177,32072
CAR-C-0000306,1,CL-422987,S-675295,gold,542400000,4000,4,38.01,21.615,17.395,9.047,DeepSpace Haulbox,0.275,0.303,0.499,52032652
CAR-C-0000307,1,CL-479385,S-488864,rare earths,4250000,50000,1,-33.09,16.952,16.457,18.137,HardSeal Transit Crate,0.139,0.062,0.135,32912
CAR-C-0000308,1,CL-000748,S-920164,titanium,875000,125000,4,1.58,1,19.839,15.807,LongHaul Vault Canister,0.336,0.269,0.083,35187
CAR-C-0000309,1,CL-409619,S-961894,cobalt,9360000,180000,3,1.58,1,12.142,17.902,HardSeal Transit Crate,0.058,0.233,0.422,1052286
CAR-C-0000310,1,CL-546909,S-350069,rare earths,2125000,25000,3,32.59,17.528,14.221,20.613,HardSeal Transit Crate,0.375,0.319,0.873,207923
CAR-C-0000311,1,CL-412082,S-744601,rare earths,3825000,45000,2,21.43,13.869,12.765,5.7,QuantumCrate Module,0.186,0.205,0.083,261047
CAR-C-0000312,1,CL-356063,S-355456,lithium,11070000,135000,3,20.82,10.612,16.629,5.883,DeepSpace Haulbox,0.159,0.294,0.295,459466
CAR-C-0000313,1,CL-274579,S-839820,gold,678000000,5000,2,23.18,13.64,14.098,30.166,QuantumCrate Module,0.179,0.259,0.083,10881387
CAR-C-0000314,1,CL-873502,S-400475,rare earths,3400000,40000,3,29.64,18.039,20.337,11.495,HardSeal Transit Crate,0.263,0.41,0.639,150793
CAR-C-0000315,1,CL-292500,S-275615,platinum,81750000,1500,3,35.44,23.218,10.768,1,DeepSpace Haulbox,0.391,0.336,0.492,5467270
CAR-C-0000316,1,CL-247757,S-848104,lithium,8610000,105000,3,38.68,19.269,4.937,18.828,HardSeal Transit Crate,0.223,0.251,0.233,866428
CAR-C-0000317,2,CL-247757,S-848104,lithium,8610000,105000,3,38.68,19.269,4.937,18.828,HardSeal Transit Crate,0.223,0.251,0.233,138634
CAR-C-0000318,1,CL-908347,S-089574,gold,406800000,3000,5,18.24,9.28,11.138,19.321,DeepSpace Haulbox,0.103,0.204,0.563,13986718
CAR-C-0000319,2,CL-908347,S-089574,gold,406800000,3000,5,18.24,9.28,11.138,19.321,DeepSpace Haulbox,0.103,0.204,0.563,13076915
CAR-C-0000320,1,CL-245939,S-002232,supplies,600000,60000,5,38.22,28.483,7.525,23.404,QuantumCrate Module,0.242,0.55,0.18,85628
CAR-C-0000321,2,CL-245939,S-002232,supplies,600000,60000,5,38.22,28.483,7.525,23.404,QuantumCrate Module,0.242,0.55,0.18,88082
CAR-C-0000322,3,CL-245939,S-002232,supplies,600000,60000,5,38.22,28.483,7.525,23.404,QuantumCrate Module,0.242,0.55,0.18,80694
CAR-C-0000323,1,CL-978443,S-345566,rare earths,2125000,25000,3,36.97,20.237,10.034,5.818,LongHaul Vault Canister,0.285,0.146,0.627,294301
CAR-C-0000324,1,CL-420730,S-620944,platinum,81750000,1500,4,37.73,25.627,17.917,11.853,DeepSpace Haulbox,0.181,0.224,0.246,3103421
CAR-C-0000325,1,CL-794881,S-273216,cobalt,5200000,100000,3,14.89,9.978,10.257,31.068,DeepSpace Haulbox,0.276,0.366,0.084,514720
CAR-C-0000326,2,CL-794881,S-273216,cobalt,5200000,100000,3,14.89,9.978,10.257,31.068,DeepSpace Haulbox,0.276,0.366,0.084,156869
CAR-C-0000327,1,CL-919000,S-043702,titanium,1400000,200000,4,12.8,6.516,15.798,28.628,LongHaul Vault Canister,0.285,0.292,0.7,78374
CAR-C-0000328,1,CL-520036,S-509363,rare earths,2550000,30000,5,27.66,16.393,22.895,19.26,LongHaul Vault Canister,0.106,0.506,0.245,230632
CAR-C-0000329,1,CL-670837,S-822447,cobalt,5200000,100000,3,7.63,4.223,15.89,31.925,DeepSpace Haulbox,0.222,0.065,0.7,779954
CAR-C-0000330,1,CL-355642,S-816027,cobalt,10400000,200000,3,74.19,42.55,7.01,14.776,DeepSpace Haulbox,0.306,0.231,0.385,360128
CAR-C-0000331,1,CL-495820,S-311893,platinum,130800000,2400,4,4.29,1.907,18.356,16.816,HardSeal Transit Crate,0.178,0.356,0.398,19053577
CAR-C-0000332,2,CL-495820,S-311893,platinum,130800000,2400,4,4.29,1.907,18.356,16.816,HardSeal Transit Crate,0.178,0.356,0.398,3495281
CAR-C-0000333,1,CL-565486,S-752953,gold,542400000,4000,2,33.68,20.668,16.751,17.489,LongHaul Vault Canister,0.165,0.264,0.131,14562052
CAR-C-0000334,1,CL-443252,S-005899,rare earths,3825000,45000,4,63.74,46.128,20.921,7.649,HardSeal Transit Crate,0.302,0.259,0.083,749784
CAR-C-0000335,1,CL-196592_???4915,S-148121,lithium,12300000,150000,3,5.98,3.209,20.193,8.417,QuantumCrate Module,0.239,0.125,0.475,676583
CAR-C-0000336,1,CL-504013,S-379459,cobalt,8320000,160000,4,11.92,6.698,16.759,15.698,DockArc Freight Case,0.131,0.174,0.172,3247198
CAR-C-0000337,2,CL-504013,S-379459,cobalt,8320000,160000,4,11.92,6.698,16.759,15.698,DockArc Freight Case,0.131,0.174,0.172,134168
CAR-C-0000338,1,CL-105571,S-427316,platinum,147150000,2700,2,22.03,14.161,22.006,16.792,LongHaul Vault Canister,0.408,0.196,0.494,13688603
CAR-C-0000339,1,CL-897554,S-804733,supplies,700000,70000,3,43.27,24.81,8.162,14.841,LongHaul Vault Canister,0.119,0.112,0.374,42213
